test_id,category,difficulty,target_level,input_title,context,expected_standard_title,expected_standard_id,expected_seniority,expected_domain
T_0643,运营,hard,L3,高级社群增长专家（偏执行）,负责私域社群拉新和用户增长，用AB测试优化转化，有跨部门协作经验,运营经理,operations_manager,专家,
T_0644,运营,hard,L3,高级抖音内容负责人（偏执行）,管理短视频团队做内容运营，有跨部门协作经验,运营经理,operations_manager,负责人,内容
T_0645,运营,hard,L3,高级小红书运营（偏执行）,做品牌种草和内容策划，有跨部门协作经验,运营经理,operations_manager,高级/资深,
T_0646,市场,hard,L3,高级SEM投放专家（偏执行）,在市场部做搜索引擎投放和媒介优化，有跨部门协作经验,市场经理,marketing_manager,专家,
T_0647,市场,hard,L3,高级整合营销负责人（偏执行）,品牌策略、内容营销、公关传播全都管，有跨部门协作经验,市场经理,marketing_manager,负责人,营销
T_0648,人力资源,hard,L3,高级企业文化官（偏执行）,负责企业文化建设、员工关系和雇主品牌，有跨部门协作经验,人力资源经理,hr_manager,高级/资深,
T_0649,人力资源,hard,L3,高级人才发展专家（偏执行）,做人才盘点和组织发展，有跨部门协作经验,人力资源经理,hr_manager,专家,
T_0650,投资,hard,L3,高级行研分析师（偏执行）,做尽职调查和估值分析，看科技赛道，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0651,销售,hard,L3,高级客户关系维护经理（偏执行）,做大客户维护，CRM管理，有跨部门协作经验,销售经理,sales_manager,高级/资深,大客户
T_0652,销售,hard,L3,高级解决方案总监（偏执行）,做售前方案呈现和商务谈判，有跨部门协作经验,销售经理,sales_manager,总监,售前
T_0653,财务,hard,L3,预算管理经理（偏执行）,负责全公司预算和财务报表，有跨部门协作经验,财务经理,finance_manager,高级/资深,FP&A
T_0654,数据分析,hard,L3,高级数据可视化专家（偏执行）,用Tableau和PowerBI做报表，SQL取数，有跨部门协作经验,数据分析师,data_analyst,专家,
T_0655,数据分析,hard,L3,AB测试分析师（偏执行）,做数据建模和统计分析，有跨部门协作经验,数据分析师,data_analyst,高级/资深,
T_0656,开发,hard,L3,微服务开发负责人（偏执行）,用Spring Cloud + K8s做微服务，管Docker容器，有跨部门协作经验,软件工程师,software_engineer,负责人,
T_0657,开发,hard,L3,高级CI/CD工程师（偏执行）,做持续集成和自动化部署，有跨部门协作经验,软件工程师,software_engineer,高级/资深,DevOps
T_0658,开发,hard,L3,高级分布式系统专家（偏执行）,做高可用和性能优化，有跨部门协作经验,架构师,architect,专家,
T_0659,测试,hard,L3,高级自动化框架开发（偏执行）,用Selenium和JMeter做测试，接口测试和持续集成，有跨部门协作经验,测试工程师,test_engineer,高级/资深,测试开发
T_0660,算法,hard,L3,高级深度学习研究员（偏执行）,发顶会论文，做PyTorch和机器学习，CV方向，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,CV
T_0661,算法,hard,L3,搜索引擎算法（偏执行）,做搜索排序和推荐系统，特征工程，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,推荐
T_0662,法务,hard,L3,高级数据隐私顾问（偏执行）,做合规管理和数据隐私，了解GDPR，有跨部门协作经验,法务经理,legal_manager,高级/资深,数据合规
T_0663,供应链,hard,L3,高级精益生产顾问（偏执行）,做工厂精益生产和质量管理，控制成本，有跨部门协作经验,供应链经理,supply_chain_manager,高级/资深,生产
T_0664,设计,hard,L3,用研专家（偏执行）,做用户研究和交互设计，建设设计系统，有跨部门协作经验,设计师,designer,专家,UX
T_0665,行政,hard,L3,高级办公管理负责人（偏执行）,管行政和差旅管理，做会议组织，有跨部门协作经验,行政经理,admin_manager,负责人,
T_0666,管理,hard,L3,战略规划总监（偏执行）,做战略管理和业务规划，有跨部门协作经验,总经理,general_manager,总监,
T_0667,产品,hard,L3,敏捷教练（偏执行）,推Scrum和敏捷开发，用JIRA管项目，有跨部门协作经验,项目经理,project_manager,高级/资深,
T_0668,供应链,hard,L3,高级CAE仿真专家（偏执行）,用SolidWorks做结构设计和公差分析，有跨部门协作经验,机械工程师,mechanical_engineer,专家,仿真
T_0669,开发,hard,L3,高级云原生架构专家（偏执行）,做云原生和中间件，技术选型，有跨部门协作经验,架构师,architect,专家,云
T_0670,算法,hard,L3,高级感知融合工程师（偏执行）,做自动驾驶的感知算法和SLAM，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,自动驾驶
T_0671,跨领域,hard,L3_ambiguous,高级数据产品经理（偏执行）,在数据部门做数据产品，有跨部门协作经验,数据分析师,data_analyst,高级/资深,数据产品
T_0672,跨领域,hard,L3_ambiguous,高级渠道经理（偏执行）,做销售渠道管理，有跨部门协作经验,市场经理,marketing_manager,高级/资深,渠道
T_0673,跨领域,hard,L3_ambiguous,高级前端架构师（偏执行）,做前端技术架构，有跨部门协作经验,架构师,architect,高级/资深,前端
T_0674,跨领域,hard,L3_ambiguous,高级嵌入式工程师（偏执行）,做智能硬件的嵌入式开发，有跨部门协作经验,软件工程师,software_engineer,高级/资深,嵌入式
T_0675,未知,hard,out_of_graph,高级增长黑客（偏执行）,用数据驱动做用户增长，有跨部门协作经验,运营经理,operations_manager,高级/资深,增长
T_0676,未知,hard,out_of_graph,全栈产品设计师（偏执行）,又做UX又做UI还写点前端，有跨部门协作经验,设计师,designer,高级/资深,
T_0677,未知,hard,out_of_graph,高级AI训练师（偏执行）,做大模型的RLHF标注和prompt工程，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,大模型
T_0678,未知,hard,out_of_graph,高级Prompt工程师（偏执行）,做大模型prompt优化，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,大模型
T_0679,未知,hard,out_of_graph,高级数字化转型负责人（偏执行）,推公司数字化转型，管IT和数据，有跨部门协作经验,总经理,general_manager,负责人,
T_0680,未知,hard,out_of_graph,高级出海运营负责人（偏执行）,做东南亚市场的本地化运营，有跨部门协作经验,运营经理,operations_manager,负责人,海外
T_0681,未知,hard,out_of_graph,GTM策略负责人（偏执行）,做go-to-market策略和市场推广，有跨部门协作经验,市场经理,marketing_manager,负责人,GTM
T_0682,未知,hard,out_of_graph,数据工程师（偏执行）,做ETL和数据管道，有跨部门协作经验,数据分析师,data_analyst,高级/资深,
T_0683,未知,hard,out_of_graph,高级SaaS销售总监（偏执行）,做企业SaaS产品的销售，有跨部门协作经验,销售经理,sales_manager,总监,
T_0684,未知,hard,out_of_graph,高级私募基金经理（偏执行）,管理PE基金，做一级市场投资，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0685,未知,hard,out_of_graph,高级ESG合规官（偏执行）,做ESG合规和可持续发展报告，有跨部门协作经验,法务经理,legal_manager,高级/资深,合规
T_0686,未知,hard,out_of_graph,高级供应链数字化负责人（偏执行）,做供应链ERP和库存管理系统，有跨部门协作经验,供应链经理,supply_chain_manager,负责人,
T_0687,未知,hard,out_of_graph,首席人才官（偏执行）,管全公司招聘和人才发展，有跨部门协作经验,人力资源经理,hr_manager,C-level,
T_0688,未知,hard,out_of_graph,高级智能硬件产品总监（偏执行）,做IoT智能穿戴产品，有跨部门协作经验,产品经理,product_manager,总监,硬件
T_0689,未知,hard,out_of_graph,高级MLOps工程师（偏执行）,做机器学习模型部署和运维，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,
T_0690,未知,hard,out_of_graph,高级RPA开发工程师（偏执行）,做流程自动化机器人，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0691,未知,hard,out_of_graph,高级低代码平台产品经理（偏执行）,做低代码/无代码开发平台，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0692,未知,hard,out_of_graph,高级Web3产品经理（偏执行）,做DeFi和NFT相关产品，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0693,未知,hard,out_of_graph,高级财务BP（偏执行）,做业务财务分析，对接事业部，有跨部门协作经验,财务经理,finance_manager,高级/资深,FP&A
T_0694,未知,hard,out_of_graph,区块链开发工程师（偏执行）,做智能合约和Solidity开发，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0695,未知,hard,out_of_graph,机器人产品经理（偏执行）,做服务机器人的产品规划，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0696,未知,hard,out_of_graph,高级智能座舱算法工程师（偏执行）,做车载语音和HMI交互，有跨部门协作经验,算法工程师,algorithm_engineer,高级/资深,
T_0697,未知,hard,out_of_graph,高级全球化人事负责人（偏执行）,管海外团队的HR和薪酬福利，有跨部门协作经验,人力资源经理,hr_manager,负责人,
T_0698,未知,hard,out_of_graph,新零售运营总监（偏执行）,做线上线下融合的新零售，有跨部门协作经验,运营经理,operations_manager,总监,
T_0699,未知,hard,out_of_graph,元宇宙产品设计师（偏执行）,做VR/AR沉浸式体验设计，有跨部门协作经验,设计师,designer,高级/资深,
T_0700,未知,hard,out_of_graph,高级技术合伙人（偏执行）,创业公司的技术合伙人，管研发，有跨部门协作经验,软件工程师,software_engineer,高级/资深,
T_0701,产品,easy,L1,资深产品经理（偏执行）,我目前做C端产品，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0702,产品,easy,L1,资深PM（偏执行）,字节跳动做推荐产品的PM，有跨部门协作经验,产品经理,product_manager,高级/资深,
T_0703,产品,easy,L1,资深产品总监（偏执行）,管三条产品线，有跨部门协作经验,产品经理,product_manager,总监,
T_0704,产品,easy,L1,资深CPO（偏执行）,有跨部门协作经验,产品经理,product_manager,C-level,
T_0705,产品,easy,L1,AI产品经理（偏执行）,做大模型应用方向，有跨部门协作经验,产品经理,product_manager,高级/资深,AI
T_0706,运营,easy,L1,用户运营（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,用户
T_0707,运营,easy,L1,资深运营总监（偏执行）,管整个运营部门，有跨部门协作经验,运营经理,operations_manager,总监,
T_0708,运营,easy,L1,增长经理（偏执行）,有跨部门协作经验,运营经理,operations_manager,高级/资深,增长
T_0709,运营,easy,L1,资深COO（偏执行）,负责全公司运营，有跨部门协作经验,运营经理,operations_manager,C-level,
T_0710,市场,easy,L1,品牌经理（偏执行）,有跨部门协作经验,市场经理,marketing_manager,高级/资深,品牌
T_0711,市场,easy,L1,资深CMO（偏执行）,有跨部门协作经验,市场经理,marketing_manager,C-level,
T_0712,人力资源,easy,L1,资深HRBP（偏执行）,对接技术团队，有跨部门协作经验,人力资源经理,hr_manager,高级/资深,HRBP
T_0713,人力资源,easy,L1,资深招聘经理（偏执行）,有跨部门协作经验,人力资源经理,hr_manager,高级/资深,招聘
T_0714,投资,easy,L1,投资总监（偏执行）,看AI赛道，有跨部门协作经验,投资经理,investment_manager,总监,
T_0715,投资,easy,L1,资深合伙人（偏执行）,基金的GP，有跨部门协作经验,投资经理,investment_manager,高级/资深,
T_0716,销售,easy,L1,BD经理（偏执行）,有跨部门协作经验,销售经理,sales_manager,高级/资深,BD
T_0717,销售,easy,L1,资深KA经理（偏执行）,负责大客户，有跨部门协作经验,销售经理,sales_manager,高级/资深,大客户
T_0718,财务,easy,L1,资深CFO（偏执行）,有跨部门协作经验,财务经理,finance_manager,C-level,
T_0719,数据分析,easy,L1,资深BI分析师（偏执行）,做Tableau报表，有跨部门协作经验,数据分析师,data_analyst,高级/资深,BI
T_0720,数据分析,hard,L3_ambiguous,资深CDO（偏执行）,首席数据官，管数据团队，有跨部门协作经验,设计师,designer,C-level,
T_0721,开发,easy,L1,资深前端工程师（偏执行）,3年React经验，有跨部门协作经验,软件工程师,software_engineer,高级/资深,前端
